"","Genus","Species","Indiv","Pos","SL","CBL_raw","alpha_Pos_raw","d_raw","D_Pos_raw","alpha_Ant_raw","D_Ant_raw","CBL","alpha_Pos","d","D_Pos","alpha_Ant","D_Ant","Pt1x","Pt1y","Pt2x","Pt2y","Pt3x","Pt3y","Pt4x","Pt4y","Pt5x","Pt5y","Pt6x","Pt6y","Pt7x","Pt7y","Body.Shape","Habitat_Initial","Habitat_Friedman","Habitat_FishBase","Habitat","Water_Type","Max_BW_mm","BW_slide","Max_BH_mm","BH_slide","d_BW","D_Pos_BW","D_Ant_BW","SL.Max_BW","d_normCBL","Scan.Media.Number","DOI","ARK","URL","Website","Scan.Source","FullName","Family","MatchSpecies","Tip"
"308","Alosa","pseudoharengus",1,50,1439,33.87,1.55,5.44,23.94,1.58,23.71,0.0235,89.0878,0.0038,0.0166,90.334,0.0165,752.832,-180.451,750.881,-204.314,728.437,-179.209,727.461,-202.895,739.703,-191.895,739.526,-194.556,740.058,-189.145,"","","pelagic","pelagic","pelagic","anadromous",194.73,471,469.172,623,0.027936117,0.122939455,0.121758332,7.389719098,0.160614113,"M16702-31015","","ark:/87602/m4/M31015","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16702","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Clupeidae_Alosa_pseudoharengus_G01195","Clupeidae","pseudoharengus",59
"309","Alosa","pseudoharengus",1,60,1439,34.12,1.57,5.76,23.7,1.52,23.88,0.0237,90.0478,0.004,0.0165,87.1466,0.0166,901.722,-187.681,900.716,-211.363,877.309,-186.676,876.394,-210.54,889.378,-199.385,889.469,-202.22,889.561,-196.459,"","","pelagic","pelagic","pelagic","anadromous",194.73,471,469.172,623,0.029579418,0.121706979,0.122631336,7.389719098,0.168815944,"M16702-31015","","ark:/87602/m4/M31015","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16702","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Clupeidae_Alosa_pseudoharengus_G01195","Clupeidae","pseudoharengus",59
"310","Alosa","pseudoharengus",1,70,1439,34.78,1.62,4.91,24.33,1.46,23.8,0.0242,92.574,0.0034,0.0169,83.3961,0.0165,1033.886,-188.015,1034.313,-212.34,1008.92,-188.868,1009.347,-212.661,1022.47,-200.071,1022.577,-202.738,1022.577,-197.831,"","","pelagic","pelagic","pelagic","anadromous",194.73,471,469.172,623,0.025214399,0.124942228,0.12222051,7.389719098,0.141173088,"M16702-31015","","ark:/87602/m4/M31015","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16702","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Clupeidae_Alosa_pseudoharengus_G01195","Clupeidae","pseudoharengus",59
"311","Alosa","pseudoharengus",1,80,1439,33.23,1.56,4.81,22.62,1.5,23.06,0.0231,89.6339,0.0033,0.0157,85.8797,0.016,1190.717,-182.583,1191.579,-205.191,1166.576,-184.116,1168.3,-207.107,1179.796,-194.749,1180.083,-197.144,1179.7,-192.354,"","","pelagic","pelagic","pelagic","anadromous",194.73,471,469.172,623,0.024700868,0.116160838,0.118420377,7.389719098,0.144748721,"M16702-31015","","ark:/87602/m4/M31015","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16702","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Clupeidae_Alosa_pseudoharengus_G01195","Clupeidae","pseudoharengus",59
"312","Alosa","pseudoharengus",1,90,1439,31.27,1.67,4.45,22.78,1.51,21.33,0.0217,95.8023,0.0031,0.0158,86.7716,0.0148,1315.832,-172.289,1317.797,-194.98,1294.32,-175.629,1296.481,-196.846,1306.598,-184.862,1306.991,-187.023,1306.5,-182.603,"","","pelagic","pelagic","pelagic","anadromous",194.73,471,469.172,623,0.022852154,0.116982489,0.109536281,7.389719098,0.142308922,"M16702-31015","","ark:/87602/m4/M31015","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16702","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Clupeidae_Alosa_pseudoharengus_G01195","Clupeidae","pseudoharengus",59
"313","Engraulis","mordax",1,30,1473,33.2,1.13,4.01,17.84,1.2,18.93,0.0225,64.9562,0.0027,0.0121,68.8295,0.0128,1143.393,433.931,1145.036,416.167,1170.706,437.628,1172.965,418.837,1158.076,427.052,1158.282,425.101,1158.076,429.105,"","","pelagic","pelagic","pelagic","marine",179.018,862,320.606,782,0.022399982,0.099654783,0.105743557,8.22822286,0.120783133,"M16815-31207","","ark:/87602/m4/M31207","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16815","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Engraulidae_Engraulis_mordax_eurystole_E00351","Engraulidae","mordax",55
"314","Engraulis","mordax",1,40,1473,32.3,1.24,5.63,20,1.35,18.97,0.0219,71.1407,0.0038,0.0136,77.2323,0.0129,990.793,409.932,992.733,390.024,1016.622,411.974,1018.357,393.087,1005.698,401.152,1005.902,398.191,1005.494,403.806,"","","pelagic","pelagic","pelagic","marine",179.018,862,320.606,782,0.031449351,0.111720609,0.105966998,8.22822286,0.174303406,"M16815-31207","","ark:/87602/m4/M31207","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16815","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Engraulidae_Engraulis_mordax_eurystole_E00351","Engraulidae","mordax",55
"315","Engraulis","mordax",1,50,1473,32.37,1.3,6.25,20.02,1.23,18.47,0.022,74.6092,0.0042,0.0136,70.4442,0.0125,860.131,392.888,861.957,372.95,886.461,394.563,887.831,376.147,874.133,384.061,874.589,380.713,874.285,386.953,"","","pelagic","pelagic","pelagic","marine",179.018,862,320.606,782,0.03491269,0.11183233,0.103173983,8.22822286,0.193080012,"M16815-31207","","ark:/87602/m4/M31207","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16815","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Engraulidae_Engraulis_mordax_eurystole_E00351","Engraulidae","mordax",55
"316","Engraulis","mordax",1,60,1473,33.92,1.17,5.83,20.63,1.25,18.11,0.023,66.8028,0.004,0.014,71.6084,0.0123,722.777,384.156,724.669,363.608,750.625,386.319,752.788,368.34,739.269,375.64,739.54,372.666,739.134,378.479,"","","pelagic","pelagic","pelagic","marine",179.018,862,320.606,782,0.032566558,0.115239808,0.101163012,8.22822286,0.171875,"M16815-31207","","ark:/87602/m4/M31207","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16815","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Engraulidae_Engraulis_mordax_eurystole_E00351","Engraulidae","mordax",55
"317","Engraulis","mordax",1,70,1473,34.91,1.04,5.55,16.88,1.19,20.31,0.0237,59.6836,0.0038,0.0115,68.0222,0.0138,555.562,362.438,557.446,345.665,584.774,367.903,587.224,347.738,571.016,356.407,571.958,353.392,571.016,358.857,"","","pelagic","pelagic","pelagic","marine",179.018,862,320.606,782,0.031002469,0.094292194,0.113452279,8.22822286,0.158980235,"M16815-31207","","ark:/87602/m4/M31207","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16815","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Engraulidae_Engraulis_mordax_eurystole_E00351","Engraulidae","mordax",55
"318","Engraulis","mordax",1,80,1473,32.57,1.05,5.51,17.51,1.16,17.28,0.0221,60.0543,0.0037,0.0119,66.6119,0.0117,422.035,343.682,423.328,326.222,449.518,347.562,451.781,330.426,437.587,337.451,437.878,334.629,437.555,340.126,"","","pelagic","pelagic","pelagic","marine",179.018,862,320.606,782,0.030779028,0.097811393,0.096526606,8.22822286,0.169174087,"M16815-31207","","ark:/87602/m4/M31207","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16815","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Engraulidae_Engraulis_mordax_eurystole_E00351","Engraulidae","mordax",55
"319","Engraulis","mordax",1,90,1473,33.71,1.03,4.52,16.24,0.93,15.63,0.0229,58.7996,0.0031,0.011,53.0665,0.0106,260.788,319.337,262.106,303.149,289.965,323.102,292.412,307.667,275.659,313.502,276.036,311.243,275.847,315.761,"","","pelagic","pelagic","pelagic","marine",179.018,862,320.606,782,0.025248858,0.090717135,0.087309656,8.22822286,0.134084841,"M16815-31207","","ark:/87602/m4/M31207","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16815","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Engraulidae_Engraulis_mordax_eurystole_E00351","Engraulidae","mordax",55
"320","Sphyraena","sphyraena",1,40,1601,61.34,0.61,0,19.05,0.64,18.31,0.0383,34.6916,0,0.0119,36.7331,0.0114,1257.841,159.112,1257.652,140.064,1316.116,156.094,1315.362,137.801,1288.204,148.362,1288.204,148.362,1288.204,148.362,"","","pelagic","pelagic","pelagic","marine",138.676,1151,169.14,1251,0,0.137370562,0.132034382,11.54489602,0,"M44753-81246","","ark:/87602/m4/M81246","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44753","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Sphyraenidae_Sphyraena_sphyraena_E01143","Sphyraenidae","sphyraena",920
"321","Sphyraena","sphyraena",1,50,1601,59.02,0.64,2.04,20.17,0.71,19.05,0.0369,36.6998,0.0013,0.0126,40.8968,0.0119,1084.994,154.302,1085.748,134.147,1140.752,156.94,1141.694,137.914,1115.722,145.942,1115.687,144.921,1115.616,146.962,"","","pelagic","pelagic","pelagic","marine",138.676,1151,169.14,1251,0.014710548,0.145446941,0.137370562,11.54489602,0.034564554,"M44753-81246","","ark:/87602/m4/M81246","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44753","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Sphyraenidae_Sphyraena_sphyraena_E01143","Sphyraenidae","sphyraena",920
"322","Sphyraena","sphyraena",1,60,1601,57.48,0.68,2.56,20.63,0.72,18.72,0.0359,39.1747,0.0016,0.0129,40.9824,0.0117,921.036,150.814,920.178,130.202,974.627,148.753,974.627,130.031,949.58,139.622,949.489,138.281,949.55,140.841,"","","pelagic","pelagic","pelagic","marine",138.676,1151,169.14,1251,0.018460296,0.148764025,0.134990914,11.54489602,0.04453723,"M44753-81246","","ark:/87602/m4/M81246","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44753","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Sphyraenidae_Sphyraena_sphyraena_E01143","Sphyraenidae","sphyraena",920
"323","Sphyraena","sphyraena",1,70,1601,52.14,0.69,1.15,19.55,0.82,18.97,0.0326,39.7877,7e-04,0.0122,47.0452,0.0119,768.851,158.124,766.673,138.696,817.087,154.272,815.747,135.346,794.689,146.504,794.571,145.933,794.721,147.069,"","","pelagic","pelagic","pelagic","marine",138.676,1151,169.14,1251,0.008292711,0.140976088,0.136793677,11.54489602,0.022056003,"M44753-81246","","ark:/87602/m4/M81246","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44753","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Sphyraenidae_Sphyraena_sphyraena_E01143","Sphyraenidae","sphyraena",920
"324","Sphyraena","sphyraena",1,80,1601,51.25,0.78,0.9,20.26,0.86,20.24,0.032,44.6217,6e-04,0.0127,49.1276,0.0126,627.489,170.864,626.457,150.629,673.947,168.179,673.327,147.945,651.647,160.333,651.454,159.83,651.672,160.702,"","","pelagic","pelagic","pelagic","marine",138.676,1151,169.14,1251,0.006489948,0.146095936,0.145951715,11.54489602,0.017560976,"M44753-81246","","ark:/87602/m4/M81246","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44753","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Sphyraenidae_Sphyraena_sphyraena_E01143","Sphyraenidae","sphyraena",920
"325","Sphyraena","sphyraena",1,90,1601,48.8,0.74,3.44,18.62,0.77,17.56,0.0305,42.6092,0.0022,0.0116,43.9007,0.011,489.735,174.373,488.874,155.776,535.025,173.34,534.853,155.776,513.155,165.074,513.155,163.352,513.155,166.797,"","","pelagic","pelagic","pelagic","marine",138.676,1151,169.14,1251,0.024806023,0.134269809,0.126626092,11.54489602,0.070491803,"M44753-81246","","ark:/87602/m4/M81246","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44753","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Sphyraenidae_Sphyraena_sphyraena_E01143","Sphyraenidae","sphyraena",920
"326","Scomber","japonicus",1,30,1816,46.45,1.1,2.81,25.68,1.21,25.21,0.0256,62.9372,0.0015,0.0141,69.1221,0.0139,1444.109,459.131,1444.829,433.461,1483.214,460.811,1484.174,435.621,1465.413,447.444,1465.448,446.007,1465.379,448.813,"","","pelagic","pelagic","pelagic","marine",199.288,1198,353.709,1368,0.014100197,0.128858737,0.126500341,9.112440287,0.060495156,"M46870-85314","","ark:/87602/m4/M85314","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870","Morphosource","Scripps Institution of Oceanography, La Jolla, CA, USA","Scombridae_Scomber_japonicus_E00247","Scombridae","japonicus",1908
"327","Scomber","japonicus",1,40,1816,49.93,0.92,4.08,23.75,1.08,24.07,0.0275,52.547,0.0022,0.0131,61.8376,0.0133,1261.846,449.718,1263.3,426.017,1305.614,453.499,1307.504,429.506,1286.565,439.54,1286.711,437.504,1286.42,441.575,"","","pelagic","pelagic","pelagic","marine",199.288,1198,353.709,1368,0.020472883,0.11917426,0.120779977,9.112440287,0.0817144,"M46870-85314","","ark:/87602/m4/M85314","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870","Morphosource","Scripps Institution of Oceanography, La Jolla, CA, USA","Scombridae_Scomber_japonicus_E00247","Scombridae","japonicus",1908
"328","Scomber","japonicus",1,50,1816,53.77,0.91,5.42,24.07,1.04,25.67,0.0296,51.9959,0.003,0.0133,59.8693,0.0141,1076.811,413.864,1071.427,390.405,1116.327,412.038,1123.634,387.425,1098.064,396.181,1098.1,393.669,1098.312,399.083,"","","pelagic","pelagic","pelagic","marine",199.288,1198,353.709,1368,0.027196821,0.120779977,0.128808558,9.112440287,0.100799702,"M46870-85314","","ark:/87602/m4/M85314","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870","Morphosource","Scripps Institution of Oceanography, La Jolla, CA, USA","Scombridae_Scomber_japonicus_E00247","Scombridae","japonicus",1908
"329","Scomber","japonicus",1,60,1816,56.95,1.01,5.02,28.32,1.08,28.52,0.0314,58.0884,0.0028,0.0156,61.9206,0.0157,874.908,406.213,879.873,378.333,924.174,413.851,927.993,385.59,902.596,396.092,902.978,393.61,902.214,398.575,"","","pelagic","pelagic","pelagic","marine",199.288,1198,353.709,1368,0.025189675,0.142105897,0.14310947,9.112440287,0.088147498,"M46870-85314","","ark:/87602/m4/M85314","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870","Morphosource","Scripps Institution of Oceanography, La Jolla, CA, USA","Scombridae_Scomber_japonicus_E00247","Scombridae","japonicus",1908
"330","Scomber","japonicus",1,70,1816,56.53,1.02,5.25,28.12,1.05,27.58,0.0311,58.1623,0.0029,0.0155,60.4307,0.0152,722.068,385.497,726.358,357.705,771.309,391.279,774.294,363.86,749.3,374.678,749.859,371.881,749.3,377.103,"","","pelagic","pelagic","pelagic","marine",199.288,1198,353.709,1368,0.026343784,0.141102324,0.138392678,9.112440287,0.092871042,"M46870-85314","","ark:/87602/m4/M85314","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870","Morphosource","Scripps Institution of Oceanography, La Jolla, CA, USA","Scombridae_Scomber_japonicus_E00247","Scombridae","japonicus",1908
"331","Scomber","japonicus",1,80,1816,57.05,0.91,3.85,26.98,1.1,27.67,0.0314,52.0591,0.0021,0.0149,63.2238,0.0152,512.328,342.251,518.451,315.976,561.19,353.824,567.251,326.821,542.345,335.139,542.73,333.244,542.056,337.034,"","","pelagic","pelagic","pelagic","marine",199.288,1198,353.709,1368,0.019318775,0.13538196,0.138844286,9.112440287,0.067484663,"M46870-85314","","ark:/87602/m4/M85314","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870","Morphosource","Scripps Institution of Oceanography, La Jolla, CA, USA","Scombridae_Scomber_japonicus_E00247","Scombridae","japonicus",1908
"332","Scomber","japonicus",1,90,1816,56.12,0.99,3.91,27.2,1,26.79,0.0309,56.9506,0.0022,0.015,57.3786,0.0148,357.433,302.547,365.389,276.538,405.78,316.317,412.206,290.308,385.527,296.392,385.983,294.567,385.198,298.394,"","","pelagic","pelagic","pelagic","marine",199.288,1198,353.709,1368,0.019619847,0.13648589,0.134428566,9.112440287,0.069672131,"M46870-85314","","ark:/87602/m4/M85314","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870","Morphosource","Scripps Institution of Oceanography, La Jolla, CA, USA","Scombridae_Scomber_japonicus_E00247","Scombridae","japonicus",1908
"333","Discherodontus","ashmeadi",1,40,687,18.54,1.13,0.73,10.76,1.41,10.95,0.027,64.5456,0.0011,0.0157,80.5384,0.0159,319.894,69.612,319.026,58.883,305.01,70.852,304.08,59.937,310.946,64.494,310.963,64.157,310.98,64.889,"","","","","benthic","freshwater",118.844,269,209.917,392,0.006160996,0.090572972,0.092175862,5.780687288,0.039495339,"M25028-49156","","ark:/87602/m4/M49156","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25028","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Cyprinidae_Discherodontus_ashmeadi_I2636-31","Cyprinidae","ashmeadi",150
"334","Discherodontus","ashmeadi",1,50,687,18.32,1.05,0.65,10.13,1.31,9.85,0.0267,59.9095,9e-04,0.0148,74.932,0.0143,381.989,65.602,381.651,55.474,367.191,66.333,366.066,56.543,373.041,61.001,373.048,60.673,373.059,61.32,"","","","","benthic","freshwater",118.844,269,209.917,392,0.005444898,0.085268406,0.082919009,5.780687288,0.035322487,"M25028-49156","","ark:/87602/m4/M49156","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25028","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Cyprinidae_Discherodontus_ashmeadi_I2636-31","Cyprinidae","ashmeadi",150
"335","Discherodontus","ashmeadi",1,60,687,19.51,1.17,1.25,11.19,1.19,10.7,0.0284,67.2792,0.0018,0.0163,68.3603,0.0156,459.713,63.854,459.011,52.683,443.124,64.389,443.058,53.686,450.964,58.731,450.942,58.174,450.942,59.419,"","","","","benthic","freshwater",118.844,269,209.917,392,0.010475918,0.094182589,0.09006095,5.780687288,0.063801936,"M25028-49156","","ark:/87602/m4/M49156","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25028","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Cyprinidae_Discherodontus_ashmeadi_I2636-31","Cyprinidae","ashmeadi",150
"336","Discherodontus","ashmeadi",1,70,687,20.43,1.15,0.75,11.13,1.26,11.98,0.0297,65.7964,0.0011,0.0162,72.1573,0.0174,526.124,63.852,526.217,52.721,509.194,63.852,509.568,51.879,517.572,58.519,517.617,58.129,517.542,58.879,"","","","","benthic","freshwater",118.844,269,209.917,392,0.006342269,0.093663866,0.100794654,5.780687288,0.036890769,"M25028-49156","","ark:/87602/m4/M49156","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25028","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Cyprinidae_Discherodontus_ashmeadi_I2636-31","Cyprinidae","ashmeadi",150
"337","Discherodontus","ashmeadi",1,80,687,20.14,1.29,0.45,11.87,1.22,11.7,0.0293,73.7364,7e-04,0.0173,69.7704,0.017,592.278,67.958,593.056,56.11,576.019,66.748,576.798,55.073,584.792,61.241,584.792,61.014,584.777,61.468,"","","","","benthic","freshwater",118.844,269,209.917,392,0.003822218,0.09990842,0.098456464,5.780687288,0.022553559,"M25028-49156","","ark:/87602/m4/M49156","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25028","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Cyprinidae_Discherodontus_ashmeadi_I2636-31","Cyprinidae","ashmeadi",150
